Gene_ID/FPKM	Intact	bridge	distal
B130024G19Rik	11.7880275	0.02738825	1.823552425
B130034C11Rik	0.09998175	0	0
B230112J18Rik	0.0497795	0	0
B230118H07Rik	14.4889	15.6120275	12.200105
B230119M05Rik	0	0	0
B230206H07Rik	3.868835	0.75302565	0.0032036
B230208H11Rik	2.027675	0.1016368	0.374295
B230209E15Rik	0	0	0
B230214G05Rik	0	0	0
B230216G23Rik	0	0	0
B230216N24Rik	1.2465005	0.6987275	0.8599575
B230217C12Rik	4.6032925	0.79273375	2.49247575
B230217O12Rik	0.06702625	0	0
B230219D22Rik	23.7309	17.396575	12.03177
B230312C02Rik	0.09615475	0	0
B230319C09Rik	0.156675	0	0
B230323A14Rik	0	0	0
B2m	1753.9425	2816.7125	2555.595
B330016D10Rik	0.4119555	0.1622645	0.09663275
B3galnt1	24.2749	21.1648525	35.740825
B3galnt2	9.0154425	3.68987275	4.6626
B3galt1	0.4829588	0.16909975	0.628995
B3galt2	4.88567	0.0620065	0.21604295
B3galt4	3.0587425	3.210035	1.13582
B3galt5	0	0.8759555	0.19826535
B3galt6	5.7592325	8.7556075	3.9703225
B3gat1	0.0742075	0	0.0567735
B3gat2	0.20112255	0.15447325	0.15669175
B3gat3	10.0327875	7.898933825	9.6695525
B3glct	3.8091725	6.7569875	6.428715
B3gnt1	58.565825	37.045225	23.9694
B3gnt2	16.817725	29.521775	26.53705
B3gnt3	0.8443475	11.95017	6.55772025
B3gnt4	0.23444775	2.91329E-10	5.75776E-10
B3gnt5	6.3018725	3.5468475	1.13014058
B3gnt6	0.07576125	1.35567	0
B3gnt7	0	0.41924375	1.56937975
B3gnt8	6.29156	4.5786552	6.61285025
B3gnt9	10.8190175	15.831875	15.24245
B3gntl1	2.5743825	2.138752501	3.20719925
B430010I23Rik	0.2073345	0.436255	0.0072097
B430212C06Rik	0	0	0.0062027
B430306N03Rik	1.1289725	2.18767815	3.43144
B430319G15Rik	0.67157515	1.193004975	0.16887875
B4galnt1	4.25989	14.5975225	14.6908375
B4galnt2	0.00682855	0	0.021450928
B4galnt3	0.42062825	0.857022075	0.209753
B4galnt4	0	0	0
B4galt1	33.343275	47.716175	53.29075
B4galt2	5.00068	11.5451625	3.9025225
B4galt3	13.72282	15.212425	9.7904263
B4galt4	8.43217	3.5366925	22.561425
B4galt5	2.16418525	3.71459	5.6815475
B4galt6	4.96763	2.806485	5.72862
B4galt7	5.5547125	12.34920525	5.192767
B630005N14Rik	4.5797125	5.51971	4.540642
B630019K06Rik	1.60832125	0.47683	0.2141593
B830017H08Rik	0	0	0
B930003M22Rik	3.14213	0.02212675	0.593925
B930018H19Rik	0.01864075	0	0
B930025P03Rik	0	0	0
B930041F14Rik	4.184085	0.440007	2.27027
B930059L03Rik	0.34293	0	0
B930092H01Rik	0	0	0
B9d1	27.22555	38.3194	16.00238125
B9d2	21.5999	23.997625	18.036995
BB014433	0	0	0
BB019430	0	0	0
BB031773	0	6.54E-83	0
BB123696	0.02556	0	0.1036385
BB283400	0	0	0
BB287469	0	0	0
BB557941	0.0511815	0	0.2389935
BC002163	221.631675	286.576175	246.181325
BC003331	15.077375	15.1012275	18.18955
BC003965	11.49254	8.4153525	6.56493
BC004004	31.973	37.64165	22.333375
BC005537	13.0260925	16.4811975	18.780375
BC005561	6.943095	2.266833	7.654165
BC005624	32.5817	21.0798175	26.532975
BC005764	2.0274735	11.726785	8.8526925
BC006965	0	0	0
BC016579	0	0	0
BC017158	9.3063375	11.9682575	10.1252225
BC017643	16.3294	29.01075	18.782175
BC018242	2.2532925	4.7532625	2.204128475
BC018473	0	0	0
BC018507	3.6199625	1.819217	2.2035375
BC020402	1.577111	0.421755	0.49553925
BC021614	0	0	0.459565
BC021767	0.2974908	0	0.36044185
BC021785	0.052099575	0.0406405	0.6701834
BC021891	0.15240975	0	0
BC022687	3.1489975	9.3082	6.5641325
BC023829	18.10605	14.978975	9.05015425
BC024139	0.03976825	0	0
BC024386	0	0	0
BC024978	0.8397165	2.28340925	0.55939995
BC025920	1.63988965	2.0961125	0
BC026585	17.37675	9.3237945	15.985
BC027072	0	0	0
BC027231	1.79064	2.12596175	3.629592775
BC028528	34.82525	70.28747	45.01275
BC029214	25.23	13.1263375	17.731075
BC029722	25.153575	25.08805	26.787975
BC030307	0.723476325	1.8361953	0.165136
BC030336	3.1183875	1.4005385	2.2627625
BC030499	0	0.17417425	0.03794025
BC030500	0	0	0
BC030867	0	4.4429625	0.312885
BC030870	0	0	0
BC031181	113.903275	102.78075	64.378125
BC031361	0.177985415	0.0327425	0.5553075
BC033916	0.0415395	0	0
BC035044	0	0	0.320975
BC037032	0.0691472	4.15084E-11	0.003383125
BC037034	1.7671025	0.3306449	3.39047
BC037704	1.26150525	0.23667225	0
BC039771	0.015533375	0	0.055679825
BC039966	0	0	0
BC048403	1.320865	0.8846945	0.9735685
BC048502	0	0	0
BC048507	0	0	0
BC048546	0.028748098	0	0
BC048562	0	0	0
BC048602	0	0	0
BC048609	0	0	0
BC048644	0	0	0
BC048671	0	0	0
BC048679	0	0	0
BC049352	0.0900768	0	0
BC049635	0.0350345	0	0.711612
BC049715	3.2116E-09	2.13988E-09	4.82768E-10
BC049730	0	0	0
BC049762	0.2190905	0.8455525	0.22985875
BC051019	0.0135534	0	0.0307105
BC051142	0.193920625	0	0.3694295
BC051226	2.3604025	0	1.2312425
BC051537	0	0	1.83834E-12
BC051628	0	0	0
BC051665	0	0	0
BC052040	1.9151285	3.7163125	2.25565255
BC052688	0.2429263	0.414293025	0.050112225
BC053393	0	0	0
BC053749	0.72021225	0.5838715	0.1254455
BC055111	0	0	0
BC055324	0.27993235	4.62635345	0.3151275
BC055402	0	0	0
BC061194	0	0	0
BC061195	0	0	0
BC061212	0	0	0
BC061237	0	0	0
BC064078	10.1851	8.032575	10.1496675
BC065397	1.19797125	0.233955	0.266451
BC068157	0.35705515	0.41745025	0.4567528
BC068281	1.550446	3.389495	0.4293
BC080695	0	0	0
BC089491	0	0	0.159174
BC089597	0	0	0
BC094916	1.6742355	0.20835275	1.94557
BC100451	0.20885995	1.0118415	1.27552775
BC100530	0	0	0
BC107364	0	0	0
BC117090	0	0	0
BC147527	1.483434175	0	5.4349
Baalc	0	0.5021505	3.67354
Baat	0	0	0
Babam1	19.778325	32.5703	20.6968975
Bace1	14.887435	22.4157875	8.955075
Bace2	29.4461	10.3326425	19.512175
Bach1	2.57160775	5.2194575	3.89779
Bach2	1.0776495	0.52313525	1.11361075
Bach2os	0.087540252	1.6778527	0.74505675
Bad	30.320175	46.086175	44.1891
Bag1	67.199725	139.1175	103.266775
Bag2	5.6303075	9.9878625	1.495242925
Bag3	19.743875	34.9652	30.74745
Bag4	3.9657475	2.9415755	3.963115
Bag5	54.55885	31.351625	34.129925
Bag6	6.9989725	7.512815	9.3212725
Bahcc1	0.795227	0.38365775	0.60057215
Bahd1	1.68555	2.2251175	2.353735
Bai1	0.098793875	0	0.007150125
Bai2	0.15855977	0.07266225	0.115706
Bai3	0.247716035	0	0.0433755
Baiap2	23.397775	18.5407875	21.2749
Baiap2l1	0.61054275	3.8253375	0.40319225
Baiap2l2	0.018873675	0	0.020170475
Baiap3	4.3126E-128	0.00260325	1.709E-220
Bak1	2.18724575	4.12955	3.202015
Bambi	3.370715	3.55401925	4.224155
Bambi-ps1	0.3255785	3.657	1.474355
Banf1	102.0182	332.43825	126.9945
Banf2	0	0	0
Bank1	1.23467025	0.08351525	1.3806774
Banp	2.0971965	1.0721336	2.83175
Bap1	17.4981	18.3546	11.5154925
Bard1	0.013438833	0.1995853	0.30058125
Barhl1	0	0	0
Barhl2	0	0	0
Barx1	0	0	0
Barx2	0	0.7174115	0.03378075
Basp1	0.74565375	3.1857775	7.198495
Batf	0.274072	7.3349125	13.722995
Batf2	1.059783	1.0147375	0.58935135
Batf3	5.68292775	4.7975525	5.65421
Bax	50.19	117.800825	103.7008
Baz1a	1.761045	1.28860375	3.23802775
Baz1b	10.3526575	8.1926725	12.4510025
Baz2a	3.6783925	1.40013725	4.299995
Baz2b	6.625885	2.4813275	6.6287875
Bbc3	2.433615	3.38794125	1.562495
Bbip1	20.024925	19.8385	11.3258975
Bbox1	0.658605	0	0
Bbs1	0.691746005	0.14912625	0.32770735
Bbs10	1.2774345	2.052015	1.817615825
Bbs12	4.1257125	7.9933525	2.919154
Bbs2	7.86325	1.5454525	0.8511075
Bbs4	11.181	1.12980635	10.4152175
Bbs5	4.568955	1.47827	7.80035
Bbs7	4.5251075	1.07829825	4.4190525
Bbs9	5.902657	4.91239575	3.70915
Bbx	5.9375425	4.1566275	5.963365
Bc1	0	0	0
Bcam	27.5152	8.92321	9.139955
Bcan	0	0	0
Bcap29	33.2277	40.07385	27.577175
Bcap31	252.11425	308.206	267.92325
Bcar1	9.93958	24.366325	7.74653
Bcar3	15.12381	12.6251525	6.9948825
Bcas1	91.291975	9.0457225	8.4526075
Bcas1os2	0.73796975	0	0.0190373
Bcas2	51.116775	91.024	44.140075
Bcas3	15.206195	9.169035	10.6287775
Bcas3os1	0.31775625	0	0.041569425
Bcas3os2	0	0	0
Bcat1	1.91426325	9.608525	3.55963
Bcat2	22.65015	24.97375	23.104975
Bccip	58.922	131.577075	83.89535
Bcdin3d	4.1535875	3.89984975	4.6191495
Bche	3.06682	0.021633775	0.18267905
Bckdha	34.15865	32.67935	32.055775
Bckdhb	23.726925	22.7386	10.4462825
Bckdk	24.50005	46.38745	19.166075
Bcl10	16.4813	37.8215	20.08925
Bcl11a	0	0	0.13242825
Bcl11b	0	0	0
Bcl2	18.5022	3.040976608	17.51355
Bcl2a1a	0.577117275	5.0612275	5.2001825
Bcl2a1b	8.3963155	64.8421	65.589375
Bcl2a1c	0	0	0.02337525
Bcl2a1d	1.653468125	8.9810175	9.1863575
Bcl2l1	66.616575	47.43365	44.704925
Bcl2l10	0	0	0
Bcl2l11	5.14374	7.90257	5.81960675
Bcl2l12	8.60488	13.43505	7.11987
Bcl2l13	3.37346	5.26123	2.0287175
Bcl2l14	0	0	0
Bcl2l15	0	0	0.289335
Bcl2l2	7.353505	1.66079	3.9852925
Bcl3	5.394345	10.60113	12.535535
Bcl6	9.978585	3.90972	5.931932
Bcl6b	0.5123545	1.58091985	0.821002275
Bcl7a	4.2835	2.795245	1.27077075
Bcl7b	29.7192	30.021975	18.7921325
Bcl7c	6.5478025	9.648565	12.688675
Bcl9	2.6290725	2.2514685	2.681445
Bcl9l	1.3626645	0.9960885	1.651575
Bclaf1	18.4902275	19.12095	17.9096
Bcmo1	0.08398225	0	0.39039
Bco2	0.6547256	0	0.5759455
Bcor	4.5931775	4.28901	4.248355
Bcorl1	1.6455025	0.80108725	1.567383
Bcr	1.659178	2.43966	3.79855025
Bcs1l	3.19506	3.94810025	6.7963025
Bdh1	2.543845	1.4134925	2.22383175
Bdh2	13.33253	5.23913	9.209605
Bdkrb1	0.295935	3.429805	1.609600675
Bdkrb2	0.0641975	0.16851075	0.218762
Bdnf	0	0.433011	0.83867325
Bdp1	2.92339	1.803216	2.62293
Bean1	2.618635	2.09031725	0.08561575
Becn1	48.8943	70.98905	57.8139
Becn2	0	0	0
Begain	0.24825225	0.49374	0.975636725
Bend3	0.4417375	0.8096	0.32436435
Bend4	0.6168005	0.140565353	1.2887995
Bend5	0.54154025	0.85403	0.131349925
Bend6	0.1402745	0	0.689601
Bend7	0.6657	0.026565	0.12375845
Best1	3.51895	2.074731775	4.3111375
Best2	0.015203925	0	0
Best3	0.60818975	0	0
Bet1	44.423725	32.2102	35.075875
Bet1l	38.91515	42.5985	33.244925
Bex1	0.2909075	1.4815525	2.6305775
Bex2	0.18533125	0.32081675	0.1175541
Bex4	0.065221725	0.97508	0.6378585
Bex6	0.0134218	0	0
Bfar	20.135575	14.45238	20.587325
Bfsp1	2.777901	1.1793025	1.3063425
Bfsp2	1.69201625	0	0.161143
Bglap	0	0	0.12643435
Bglap2	0.012921125	0	0.2355225
Bglap3	0.0723825	0	0
Bgn	144.652175	468.7245	374.60425
Bhlha15	0.073880475	0	0
Bhlha9	0	0	0
Bhlhb9	3.6699175	5.5426875	5.2240325
Bhlhe22	1.2768755	7.746715	1.54289125
Bhlhe23	0	0	0
Bhlhe40	66.701875	38.674025	21.369675
Bhlhe41	20.320515	37.278825	21.67685
Bhmt	0.18193575	0	0
Bhmt2	0	0	0
Bicc1	10.917975	19.91725	36.88935
Bicd1	10.1792875	1.997019	1.321116375
Bicd2	13.439775	14.616975	8.681915
Bid	2.64347675	9.1592225	5.8777775
Bik	1.3154725	4.2167475	1.0885525
Bin1	15.349525	36.571825	25.545025
Bin2	1.4397035	11.140935	9.5244555
Bin3	13.9487125	41.161625	32.0436675
Birc2	16.073265	3.794097775	7.26486
Birc3	3.74082275	5.126002425	8.5338525
Birc5	2.5844065	121.326475	29.6229
Birc6	7.7133675	6.9804725	8.70283
Birc7	0	0	0.01575735
Bivm	3.46043	5.2202075	2.917665
Blcap	18.91555	22.510025	18.89565
Blk	0	0.932235	0.21824325
Blm	1.24570125	2.0260125	0.401484125
Blmh	24.1373	69.5902	28.2715
Blnk	1.807915	7.4104205	21.0946
Bloc1s1	135.22075	151.178225	147.04485
Bloc1s2	13.225925	42.7965	19.407525
Bloc1s3	7.9325125	14.119185	5.6776875
Bloc1s4	21.710125	16.306825	19.1889
Bloc1s5	20.03	12.24531	12.971175
Bloc1s6	5.9260025	4.06725	5.3948425
Blvra	26.9184	54.36265	55.415775
Blvrb	64.444075	45.94915	88.428
Blzf1	8.9355025	5.0057425	4.25081
Bmf	2.0712475	2.0815125	1.033211
Bmi1	6.90416	5.0270375	4.725547975
Bmp1	24.464615	52.750775	39.96625
Bmp10	0	0	0
Bmp15	0	0	1.1002025
Bmp2	0.95877175	0.6498125	2.7338225
Bmp2k	2.152535	3.236705	3.46777125
Bmp3	4.6298275	0.0037037	4.0410825
Bmp4	8.5903625	2.97364765	3.03874975
Bmp5	3.54245375	0.02254515	1.70638975
Bmp6	3.121075	0	3.96982325
Bmp7	16.180685	1.6373575	11.7523125
Bmp8a	1.7511175	0	0.05722275
Bmp8b	0.01477855	0	0
Bmper	3.4533075	3.71134	5.1379275
Bmpr1a	10.3636	17.949215	10.1817875
Bmpr1b	0.20089825	0.30455475	0.0046389
Bmpr2	5.790005	3.565505	4.723395
Bms1	5.61367	10.29937	4.6832875
Bmx	2.65990975	1.81295065	0.522529175
Bmyc	55.4784	27.71615	38.698275
Bnc1	0	0.94972	0
Bnc2	2.752725	5.3294875	6.2669175
Bnip1	9.3043325	17.21742	12.2323325
Bnip2	20.74385	40.09095	22.041225
Bnip3	39.460275	13.8192425	13.8146325
Bnip3l	48.841225	34.695675	35.660975
Bnipl	0.013295775	0	0
Boc	3.51556725	1.831242	2.5875725
Bod1	9.351765	7.37517	15.1965
Bod1l	4.9471225	1.63073075	8.0450325
Bok	17.3871	51.384175	10.210735
Bola1	22.01235	38.59815	13.0743375
Bola2	82.429325	195.89665	89.548575
Bola3	42.835275	87.180375	67.4493
Boll	0	0	0
Bop1	6.6308675	26.04145	10.3568825
Bora	0.2461175	2.4574885	1.20057125
Bpgm	13.4021525	22.4038	10.2640525
Bphl	33.379975	27.197425	16.921425
Bpi	0	0	0
Bpifa1	0	0	0
Bpifa2	0	0	0
Bpifa3	0	0	0.010284525
Bpifa5	0.19310975	0	0
Bpifa6	0	0	0
Bpifb1	0	0.4068425	1.861375
Bpifb2	0	0	0
Bpifb3	0	0	0
Bpifb4	0.144079525	0	0
Bpifb5	0.486676	0	0.03134675
Bpifb6	0	1.6136225	0.04792025
Bpifb9a	0	0	0
Bpifb9b	0	0	0
Bpifc	0	0	0
Bpnt1	9.842135	26.8112	11.9957725
Bptf	4.24644	2.47867	5.3812425
Braf	4.60004	0.797241875	2.90891
Brap	13.0682375	9.2823	9.039885
Brat1	8.291535	6.72413575	4.12982
Brca1	0.0190526	2.20583975	0.3359595
Brca2	0.6730285	0.4410228	0.946738025
Brcc3	32.87905	44.4493	18.31745
Brd1	6.1720925	3.973334	4.7259675
Brd2	26.71025	17.7509	25.0201
Brd3	14.620425	13.99935	14.297035
Brd4	12.5147	9.9640775	19.176475
Brd7	15.48965	11.7689225	19.622375
Brd8	18.0666	7.8282825	13.8180575
Brd9	23.6604	11.8923175	14.440245
Brdt	0.283024075	0.004831625	0.877206
Bre	80.92195	130.19965	84.479425
Brf1	12.962975	10.2960575	7.614445
Brf2	2.1421825	1.96181425	2.00378525
Bri3	35.471875	26.3229175	43.306275
Bri3bp	3.1523975	1.7026175	2.3892985
Bricd5	1.966515	0.959925	7.922
Brinp1	0.022235275	0	0.218347
Brinp2	0.0997625	0.78530275	0.0172924
Brinp3	0	2.19251	0
Brip1	0.09281525	2.3000625	0.588234175
Brix1	22.945375	32.8124	19.252125
Brk1	85.9657	175.10475	109.951375
Brms1	17.655525	43.1935	23.8524525
Brms1l	12.005635	10.1970675	7.296047
Brox	16.0068275	16.1679875	13.318725
Brpf1	2.6769325	3.7756575	4.99720225
Brpf3	0.51126675	0.06971375	1.442482
Brs3	0	0	0
Brsk1	0.055824152	0.067618625	0.0417456
Brsk2	0.63980225	0.002354258	0.24435825
Brwd1	11.0633975	13.6309925	13.3403775
Brwd3	0.5332815	0.078117	0.146208248
Bscl2	38.74855	43.34815	37.468875
Bsdc1	11.6462325	8.00689	6.9730525
Bsg	426.90275	539.356	368.42125
Bsn	0.057036375	0	0.006771515
Bsnd	0	0	0
Bsph1	0	0	0
Bsph2	0	0	0
Bspry	0	0.2444515	0
Bst1	1.34469	2.583921	3.1326075
Bst2	99.8186	115.8417	103.633425
Bsx	0	0	0
Btaf1	2.7958975	2.1406625	2.3089125
Btbd1	10.47795	13.29144	13.90025
Btbd10	15.669575	23.3655	7.0791825
Btbd11	0.049312	0.7568025	0.9240675
Btbd16	0.42934675	0.3038925	0.63688125
Btbd17	1.1694305	0	0.206212
Btbd18	0.002671	0	0
Btbd19	1.78359975	4.52239	1.84779486
Btbd2	7.53494	4.5515975	8.61093
Btbd3	16.049	9.390985	5.92893
Btbd6	11.418405	8.77491925	3.041293625
Btbd7	1.31207625	0.832465	1.8866925
Btbd8	1.47767725	1.01311	0.77015075
Btbd9	5.5495225	9.27272	7.8882325
Btc	0.139793425	19.4073125	33.71955
Btd	29.931	26.0981	19.2601
Btf3	24.6286	76.86415	39.84835
Btf3l4	11.3063875	15.469475	8.541055
Btg1	30.62535	36.213825	29.2693
Btg2	96.9501	29.329925	23.7283
Btg3	0.52517682	2.046910193	1.282960799
Btg4	0	0	0
Btk	2.0647925	5.013015	4.6236575
Btla	0.001917988	0	0.002468873
Btn1a1	0	0	0.066737045
Btn2a2	0	0	0
Btnl1	0.084703925	0	0.16228975
Btnl10	0	0	0
Btnl2	0.752301	0.04934325	1.2447925
Btnl4	0.007592425	0	0
Btnl5-ps	0	0	0
Btnl6	0	0	0
Btnl9	0.435483325	0	0
Btrc	5.4059575	3.16462375	2.7509425
Bub1	0	5.420105	3.831115
Bub1b	0.198574425	11.23136	5.57398025
Bub3	58.02275	98.5773	51.605825
Bud13	4.35933	3.99704	6.19646
Bud31	38.805525	95.430025	65.058
Bves	0	0	0
Bysl	3.9173925	15.084175	4.84593125
Bzrap1	0	0	0.002003975
Bzw1	47.80975	170.64625	50.764775
Bzw2	31.257225	86.193175	49.363075
C030006K11Rik	2.882175	2.9010875	1.5620315
C030007H22Rik	0	0	0
C030013G03Rik	0	0	0
C030016D13Rik	0.24270825	0	0
C030018K13Rik	0	0	0
C030023E24Rik	0	0	0
C030029H02Rik	0	0	0
C030034I22Rik	1.9828255	1.17842175	0.4496921
C030034L19Rik	0.30357575	0	0.0283201
C030037D09Rik	0.2856397	0.27726325	0.34450075
C030039L03Rik	2.71674	1.99499075	0.47661422
C030046E11Rik	0.8147385	0.935437275	0.913072475
C130021I20Rik	0	0	0.0148832
C130026I21Rik	0.23675185	0.04348855	0.6755775
C130026L21Rik	0	0	0
C130030K03Rik	1.006226725	0	0.16714625
C130036L24Rik	0.306956	0.1215815	0.0216089
C130046K22Rik	1.3408025	1.24957095	0.47028275
C130050O18Rik	0.9035275	0.810910725	1.19791475
C130060C02Rik	0.283975	0	0.0194066
C130060K24Rik	0.136974	0	0
C130071C03Rik	1.9431865	0.02383845	0
C130074G19Rik	5.0078325	3.9508435	1.986064425
C130079G13Rik	0	0	0
C130080G10Rik	0	0	0
C130083M11Rik	0	0	0
C1d	19.73845	35.49125	26.55615
C1galt1	1.3951335	3.19032325	2.79932
C1galt1c1	43.3599	42.418375	23.72395
C1qa	117.4384	530.62075	830.84875
C1qb	245.288775	772.33075	1491.0475
C1qbp	46.0038	142.29675	54.1505
C1qc	177.1605	520.48875	1108.67175
C1ql1	0	0.402695	0.308305
C1ql2	0	0.435702725	6.7856305
C1ql3	5.7770925	1.048717	4.41828
C1ql4	0	0	0.0389425
C1qtnf1	12.872785	10.28379	16.979325
C1qtnf2	48.741525	19.414075	49.929
C1qtnf3	4.5560354	88.0976	9.0634075
C1qtnf4	2.494795	0.414879	0.147148675
C1qtnf5	11.9746525	41.99105	21.10765
C1qtnf6	6.5413425	21.928825	25.776725
C1qtnf7	13.3142375	10.7252575	14.7871975
C1qtnf9	2.500425	5.194715	1.392288
C1ra	80.025125	12.789965	61.15875
C1rb	21.91645	3.360947	11.949085
C1rl	2.75234	2.6634692	0.9838235
C1s1	136.968225	23.3504525	157.5975
C1s2	9.796615	1.47545875	9.2623275
C2	34.30282	5.05973025	33.30795
C230004F18Rik	0.186645	0	0
C230024C17Rik	0.002827525	0	0.011931825
C230029M16	0	0	0.03141925
C230035I16Rik	0.561715125	0.985502875	0.3513625
C230037L18Rik	0.3309645	0	0.1915155
C230052I12Rik	3.0567725	6.8505575	4.5930775
C230079O03Rik	0	0	0
C230091D08Rik	1.78299575	2.371015	0.612015775
C2cd2	1.928532	1.78259125	1.2554255
C2cd2l	1.914845	1.144075	2.12017615
C2cd3	1.476911	1.89093825	1.37036
C2cd4a	0	0	0
C2cd4b	0	0	0
C2cd4c	0	0.004395225	0.002315835
C2cd4d	1.42343475	0	0.326844425
C2cd5	3.5471475	1.8635063	2.8625975
C3	83.78955	2.168375175	61.067275
C330006A16Rik	107.321375	217.25825	101.232125
C330007P06Rik	12.449075	13.3224475	8.57356
C330011F03Rik	0	0	0
C330013E15Rik	2.445575	0.4530025	0.5600475
C330013F16Rik	0	0	0
C330018D20Rik	4.069887025	5.763675	4.68081
C330021F23Rik	5.5804875	19.994875	12.25436
C330022C24Rik	0	0	0
C330024C12Rik	0	0	0
C330024D21Rik	0	0	0
C330027C09Rik	0.24122255	7.34504	2.5774975
C330046G13Rik	0	0	0
C3ar1	9.9520075	29.4469	47.414025
C430002E04Rik	0	0	0
C430002N11Rik	0	0	0
C430049B03Rik	0.177927743	1.101209325	0.9872489
C4a	3.6637725	0.40108475	1.578471
C4b	75.921975	8.5670475	33.800475
C4bp	0	0	0
C4bp-ps1	0	0	0
C530005A16Rik	0.32803675	1.7841E-12	0.003372625
C530008M17Rik	0.810814093	0.0230958	0.124233
C530044C16Rik	0	0	0
C5ar1	18.3903	45.104925	69.7917
C5ar2	0.867570625	1.51983175	3.4594325
C6	0.5098525	0.84458225	5.458085
C630028M04Rik	0	0	0
C630031E19Rik	0	0	0
C630043F03Rik	5.21391	0.00876375	1.04528625
C7	9.439407	0	1.782792
C730002L08Rik	0.0425355	0	0
C730027H18Rik	0	0	0
C730036E19Rik	0	0	0
C77080	1.7369725	1.8568175	3.19388
C77370	0	0	0.078696125
C78339	1.3292845	0.55493865	3.2048375
C86187	0	0	0
C86695	0	0	0
C87198	0	0	0
C87414	0	0	0
C87436	11.69484	9.40759	4.62161925
C87499	0	0	0
C87977	0	0	0
C8a	0	0	0
C8b	0	0	0
C8g	1.99315575	0.079369	0.0727322
C9	0	0	0
C920006O11Rik	3.17088	0.29523	0.11633475
C920009B18Rik	0.3895095	0	0.27634205
C920021L13Rik	0.5252375	1.06782E-09	0.91524225
C920025E04Rik	4.076549	2.73658	1.98976375
CK137956	0	0	0
Caap1	2.1885875	2.737406	0.956842775
Cab39	16.62275	13.07983	22.764975
Cab39l	64.54775	27.59755	19.77785
Cabin1	4.958665	2.495455	5.65104
Cables1	1.4756555	0.8776725	1.1317505
Cables2	2.2783075	0.2831925	1.2581325
Cabp1	0.385080175	0	0.8568748
Cabp2	0	0	0
Cabp4	0.231577125	0	0.086473625
Cabp5	0	0	0
Cabp7	0	0	0
Cabs1	0	0	0
Cabyr	1.14522975	0.162146	1.7076175
Cacfd1	19.014725	24.46585	13.9839
Cachd1	4.2061325	1.04808975	2.343264075
Cacna1a	0.23453775	0.009815498	0.49837275
Cacna1b	0.013938975	0.084379	0.1715115
Cacna1c	0.191207	0.162324	0.271343105
Cacna1d	0.14797945	0.5010945	1.2842865
Cacna1e	0	0	0
Cacna1f	0.04402325	0.21576575	0
Cacna1g	0.04706817	0.039718895	0.33709525
Cacna1h	0.170948285	0.3659575	0.8820695
Cacna1i	0	0	0
Cacna1s	0.046706828	0	0
Cacna2d1	0.946755	0.7658205	2.84465
Cacna2d2	0	0	0
Cacna2d3	0	0	0
Cacna2d4	0	0	0
Cacnb1	2.4359925	1.3294175	0.97696595
Cacnb2	0.002766725	0	0
Cacnb3	4.1774275	8.4878275	5.991215
Cacnb4	0.54662925	0.250016625	0.478600725
Cacng1	0	0.34593	0
Cacng2	0	0	0
Cacng3	0.0044994	0.00446765	0
Cacng4	0	0	0
Cacng5	0.008343125	0	0
Cacng6	0	0	0
Cacng7	0.068032	0	0
Cacng8	0	0	0
Cactin	8.8178725	9.7149925	5.781735
Cacul1	4.1446125	6.5921925	2.53893075
Cacybp	45.12595	90.856325	41.8393
Cad	4.120455	6.71652	4.09676
Cadm1	67.976325	40.727875	40.452475
Cadm2	15.568665	1.31573191	0.418436
Cadm3	32.27125	5.2784175	4.9852625
Cadm4	63.1818	33.763875	25.60638
Cadps	0.0568585	0	0
Cadps2	0	0	0.636320725
Cage1	0.770278	0	0.191579925
Calb1	0.256399	0	0
Calb2	0	0	0
Calca	0.2996875	1.90759	0.2254235
Calcb	0.02438365	1.374655	0
Calcoco1	24.249225	18.3371575	13.11374
Calcoco2	0.30773225	0	0
Calcr	0	0	0
Calcrl	4.6188925	6.09429625	5.430535
Cald1	47.862925	79.516825	61.864625
Calhm1	0	0	0
Calhm2	8.8496525	4.838445	8.0361475
Calm1	135.23825	424.20875	277.962
Calm2	598.55825	838.98425	662.484
Calm3	25.868825	51.76495	42.817175
Calm4	0	0	0
Calm5	0	0	0
Calml3	0.08303475	0	0
Calml4	10.8028625	16.782575	41.94155
Caln1	2.48661775	0	0.751226175
Calr	133.0555	327.738	293.1715
Calr3	0.9303255	0.0191456	0.7467275
Calr4	1.24039775	0	0
Calu	173.583	490.06625	185.98125
Caly	0.059305	0	0.05975775
Camk1	98.728975	148.283275	150.297025
Camk1d	0.58440765	2.7516	4.6102075
Camk1g	0.758142	0	2.142435
Camk2a	0.60694925	0.56309	0.94713275
Camk2b	2.8334425	3.23671475	2.7729425
Camk2d	35.761325	21.085325	25.227425
Camk2g	14.154655	6.84121	7.628685
Camk2n1	10.451905	2.3690635	6.26812
Camk2n2	0	0.124290725	0.784839
Camk4	0.38889775	0.2402015	0.023597018
Camkk1	1.51248775	1.829085	0.77349
Camkk2	3.3230275	5.32136	2.99533
Camkmt	16.33406	7.0959425	5.49831
Camkv	0.0637985	0.445555	0
Caml	31.350175	31.3421	22.2312525
Camp	0	0	0
Camsap1	2.48505	1.6012175	2.142735
Camsap2	3.0823625	2.652971	2.0838875
Camsap3	0.25480175	0.00133151	0.178848375
Camta1	5.6826875	8.0041375	4.4921925
Camta2	4.297385	2.184255	3.5988725
