Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells
EIF3L	19.842912	36.3475685	48.86075	48.707815	33.446034	43.785122	54.189721
EIF3M	1.1826225	2.873583	2.459013	1.821809	1.935088	1.318351	7.006551
EIF4A1	9.483393	16.738275	17.646185	26.7705295	15.167389	34.441973	31.1157915
EIF4A2	102.0862335	192.272169	98.370183	84.5515015	32.548973	27.07324	97.112359
EIF4A3	7.2595185	8.0976095	15.349747	13.579769	9.957846	16.354434	18.6120585
EIF4B	19.781214	61.7839135	49.531929	39.035567	32.0935085	47.115137	77.888423
EIF4E	13.650643	17.301959	18.5253295	11.810811	6.568684	9.5896595	16.0301545
EIF4E1B	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EIF4E2	14.52818	17.251645	16.7566765	14.362377	8.2408105	18.3327425	29.1264255
EIF4E3	0.4784765	5.6225245	2.2740985	1.6793685	2.24464	1.9486975	7.8065195
EIF4EBP1	2.193052	1.3541925	4.0506495	1.0388	0.3783265	22.780341	10.1071395
EIF4EBP2	9.478442	13.4200585	21.622603	10.475927	2.837214	17.0939655	11.7973825
EIF4EBP3	4.997919	4.044009	2.5085055	1.3305295	0.708319	4.670176	3.4516745
EIF4ENIF1	10.3567955	9.9532145	8.0131535	7.3108405	4.164881	3.8213375	11.528534
EIF4G1	53.333639	51.8192675	45.2921915	52.151541	27.9980385	26.8908345	47.0957315
EIF4G2	86.5678375	127.795832	135.525306	177.27307	73.0281065	61.3351655	147.4666735
EIF4G3	63.606395	21.6924605	29.753378	19.4640945	6.5461535	10.1699395	16.952718
EIF4H	44.1838095	87.5684745	90.656558	85.955799	114.7491465	111.6864635	90.2021825
EIF5	80.447375	50.318187	40.97171	47.832528	19.89437	39.8618295	52.831019
EIF5A	78.154693	109.644188	111.5322525	132.9959135	93.8750585	199.677922	156.212609
EIF5A2	2.433643	5.6072275	5.5911725	8.016617	4.901833	0.2163985	1.116045
EIF5B	8.194937	5.365073	7.067065	4.5584335	2.0325445	2.7132915	8.0497035
EIF6	12.6690315	20.492542	22.134717	20.8804445	20.1354735	47.355092	65.877738
ELAC1	2.0110695	3.473446	2.510699	1.305794	0.5491795	1.3811655	1.5368665
ELAC2	6.8609615	5.8467835	10.246763	8.5115485	5.604996	6.81333	4.5311465
ELANE	0.1	0.1	0.1	0.1	0.1	0.2308085	0.1
ELAVL1	10.232933	11.163023	18.008337	11.890075	4.7164965	9.9972585	10.288463
ELAVL2	0.824215	32.6604125	2.888372	0.6627175	0.4162235	0.114734	0.347368
ELAVL3	2.066375	75.7809875	12.352915	69.918407	53.8631675	1.0470895	0.23736
ELAVL4	3.6576195	35.188768	14.6415465	2.650828	0.56044	0.354205	0.175186
ELF1	4.1114935	2.048712	5.0981675	7.9539765	2.185884	6.9643055	21.6844625
ELF2	12.210563	11.4958495	16.3910415	12.5606105	5.1271515	13.346981	34.4369495
ELF3	0.1491985	0.1	0.1	0.1	0.1	0.1	0.184777
ELF4	0.1380275	0.1	0.6712345	0.1	0.1	9.5510275	0.306511
ELF5	1.7081905	0.1	0.109016	0.1	0.1260405	0.1	0.1
ELFN1	0.1592425	6.9527465	11.7258445	2.54427	0.2077595	0.151127	0.1
ELFN2	0.6396665	18.739142	36.136593	30.910009	6.8868055	0.5574825	0.24149
ELK1	9.442366	8.850797	9.5285345	5.4222725	2.659676	3.351342	5.397703
ELK3	3.917305	0.7464925	4.220904	0.8463325	0.238728	16.645488	34.5780215
ELK4	6.6808565	3.82151	4.859481	4.754612	2.308837	3.483337	13.473828
ELL	8.596641	9.290506	7.808838	8.7750615	2.9898095	18.497785	6.2150275
ELL2	3.0473455	1.3788135	3.9584675	16.378601	14.0053085	2.9622	5.5434285
ELL3	0.122764	0.114697	0.1	0.167611	0.1	0.1007185	0.117165
ELMO1	0.7322775	32.1345295	22.46039	33.114571	15.8991665	59.41747	11.1342925
ELMO2	25.3297235	12.777942	11.121695	9.692395	9.7463885	17.5005385	10.440663
ELMO3	0.62289	0.1732195	0.1827235	0.1	0.1	0.163876	0.3301865
ELMOD1	0.4802885	30.465275	2.5813795	7.684395	2.7432075	0.3878665	0.312685
ELMOD2	5.519862	3.282824	6.298656	5.4078185	2.1842155	0.830786	3.302837
ELMOD3	10.090565	6.9650825	10.580885	6.6734655	4.0699605	4.0857575	5.405902
ELN	7.7801785	61.131044	17.0242745	1.774419	0.302713	0.347227	37.7714005
ELOF1	9.9439345	19.898752	18.5815235	11.3852105	11.7287	18.945539	23.9513355
ELOVL1	17.530868	1.5907145	21.9823475	123.865535	194.2602735	79.1794705	34.3905115
ELOVL2	46.1787485	7.4649835	4.3626305	0.2186605	0.7752655	0.29236	0.2218085
ELOVL3	0.1	0.1	0.1141715	0.1	0.1	0.1	0.1
ELOVL4	7.660526	24.485312	16.1662905	15.9817465	5.533645	0.132807	0.419307
ELOVL5	301.8812235	42.680513	84.665579	54.3630815	81.6001505	20.4423185	43.870299
ELOVL6	22.2355205	7.2669245	16.97569	48.8711625	21.262106	0.255868	1.718627
ELOVL7	1.0573705	0.2973945	3.475721	38.114498	30.5475535	0.1	4.704977
ELP2	24.82186	19.2177055	24.4253065	14.995013	7.92484	11.7276405	11.0858865
ELP3	9.897762	20.02963	16.529653	11.161769	9.9005125	10.5529125	13.961687
ELP4	8.435614	4.782255	6.1785155	4.9185515	2.806517	0.7378895	3.9154515
EMB	0.10392	1.304114	6.0242805	1.510213	0.2072695	0.944803	0.4908835
EMCN	0.6271005	0.1985555	0.3306695	0.1	0.10388	0.244984	98.592352
EMD	77.731086	48.376683	30.6732955	18.391811	13.5404605	49.524664	37.923722
EME1	0.4356945	0.17779	0.762012	0.1886255	0.1	0.125283	0.3844375
EME2	2.5134545	3.997273	3.4063565	2.582827	1.392291	2.630599	1.7639915
EMG1	16.7177065	17.3368475	27.3152925	12.85655	8.109449	27.367834	27.7208055
EMID1	28.3769475	5.5388245	122.1578885	26.0666165	0.5993185	0.4347265	1.150886
EMILIN1	0.3623165	0.470398	2.4090025	0.262808	0.1135445	5.012692	3.3881685
EMILIN2	0.175063	0.307831	1.1888865	1.6516635	6.2669355	6.629959	0.1197105
EMILIN3	0.3512135	0.2923425	0.912451	0.1	0.1	0.1	0.1014325
EML1	4.044405	5.240607	8.486342	88.770794	83.640471	0.684652	5.3047055
EML2	2.32504	40.8608155	12.364699	24.303104	52.268917	3.7587225	11.897694
EML3	9.805758	3.074476	7.2458805	3.3252585	4.1815895	16.1495715	10.6441265
EML4	8.477893	8.327328	13.3596605	4.249361	0.6061525	5.7061995	4.37529
EML5	3.8336285	10.851895	4.3800805	1.65154	0.2390885	0.1172925	0.232319
EML6	0.8006905	2.240459	1.922435	1.5961365	0.635981	0.122583	0.8610145
EMP1	12.623514	3.800175	8.459078	1.479132	1.467187	5.413897	34.3295275
EMP2	62.1137215	4.1015175	5.5328095	0.675573	1.718994	1.4069865	6.677416
EMP3	1.078743	0.555454	3.9446835	0.4156535	0.6978345	53.739204	4.1575435
EMX1	1.6955245	2.390215	2.5489975	0.4673965	0.4627455	0.933035	0.1167175
EMX2	17.7957805	31.895483	2.636795	0.4270685	0.2158955	0.180715	0.1
EN1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EN2	0.1	0.1	0.1567735	1.26661	1.021485	0.183947	0.1
ENAH	43.674635	16.5270925	25.5513065	11.210207	2.3799485	0.450219	6.054728
ENAM	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENC1	3.094529	35.2595925	37.443295	8.706364	2.72518	13.0073155	30.6722275
ENDOD1	6.2465015	10.0906905	10.0349585	30.094036	74.69337	8.8376475	7.7429925
ENDOG	3.486884	4.290497	4.901812	3.432737	3.6265965	4.3512795	3.762306
ENDOU	0.719722	0.1	0.200547	0.1	0.1019345	0.1	4.591368
ENG	2.413106	2.021557	3.848241	0.1717815	0.5281635	60.318166	260.271176
ENGASE	1.48948	1.795625	1.9912735	0.933363	0.752292	8.0655145	3.411676
ENHO	35.6658185	35.7456235	36.5722965	12.6561045	11.514799	6.1078325	1.949089
ENKUR	2.3423935	0.71236	0.1516905	0.1	0.123552	0.1213135	0.319985
ENO1	2.43515	6.836949	19.9960065	2.619986	0.2966085	14.5480525	8.443544
ENO2	5.042499	82.6472725	16.1977105	15.4793315	22.6023735	35.2962	1.466566
ENO3	6.051878	5.4865175	2.1907315	2.093029	2.18076	19.591004	0.8965915
ENO4	0.309508	0.210885	0.1189015	0.3981295	0.279188	0.1	0.1
ENOPH1	7.6333855	12.0275395	14.242029	51.3499925	80.43663	15.2712425	7.7141995
ENOX1	1.7126705	10.0589095	4.850557	3.4505355	2.690153	0.1417985	0.1
ENOX2	1.6554565	1.444814	1.994711	1.9840415	1.815445	1.413269	6.145354
ENPEP	0.1146235	0.1	0.127323	0.1	0.1	0.118765	3.160471
ENPP1	0.224402	0.1364855	5.236232	0.820731	2.2744315	3.410216	0.1802395
ENPP2	2.99748	6.796271	146.461064	599.6133885	638.7674885	0.9934435	78.00645
ENPP3	0.1185495	0.1209935	1.6736595	0.317136	0.569519	0.1	3.703638
ENPP4	4.3761225	2.4158205	5.9554325	13.7522485	13.310908	0.144221	2.5384575
ENPP5	20.1112735	43.857646	39.4371045	33.3445685	30.690326	0.508154	3.546421
ENPP6	0.1	0.270266	0.5781075	182.371032	48.668945	0.1	0.1
ENPP7	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSA	33.4520635	75.036568	48.4582365	35.054901	49.693616	50.7678705	50.5343135
ENTHD1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENTPD1	4.1505405	0.581294	10.4105445	0.727331	0.823265	145.322684	25.360985
ENTPD2	80.5471405	5.109265	5.4737985	0.500342	1.3126925	1.4136025	0.653963
ENTPD3	0.1	0.404161	0.1134745	0.1111485	0.1031415	0.1	0.1
ENTPD4	10.147707	10.305006	16.8134565	13.9550605	7.973326	10.647825	10.394564
ENTPD5	9.5672795	5.6367145	9.464886	28.606687	28.0595825	3.174005	5.80507
ENTPD6	15.291782	9.620523	10.3875325	5.3126425	1.4012335	5.107235	1.350864
ENTPD7	0.8875295	1.6343265	0.9725095	1.9435005	0.571558	1.226426	0.4980515
ENTPD8	0.1	0.1	0.1	0.1	0.1	0.1	0.197853
ENY2	16.0763135	20.0931795	16.8745925	11.8862565	4.929188	1.751422	14.0451
EOMES	0.132931	3.0539755	0.1	0.1	0.1	0.1	0.1003505
EP300	9.249725	7.6428005	9.038999	7.1376435	1.4816355	3.212314	5.300296
EP400	10.0347995	6.6471845	9.1858055	7.8461755	2.483608	4.0831995	3.7591395
EPAS1	41.9715695	3.5824915	47.917773	15.264428	8.158393	0.5015555	110.557588
EPC1	29.994659	24.184435	18.976746	17.2927485	5.118461	9.326067	17.8224435
EPC2	10.0649665	15.0984325	9.8251625	6.627646	1.128581	1.4690155	10.844082
EPCAM	0.1	0.1613165	0.1141615	11.535583	0.6424025	0.1	0.1
EPDR1	30.454874	13.4003835	43.060642	9.0699375	4.23797	0.6287675	1.767839
EPGN	0.124785	0.1	0.105275	0.113848	0.1	0.1	0.1
EPHA1	0.1	0.1	0.1	0.4418945	0.4479085	0.1	0.1242445
EPHA10	0.1	1.3633375	0.437374	0.1470915	0.1	0.1	0.1
EPHA2	1.4677375	0.6356775	2.333889	0.1	0.143561	30.506688	49.1380765
EPHA3	0.294504	6.5501875	1.0649075	0.183011	0.1	0.1	0.1206925
EPHA4	11.260046	9.099002	7.654767	7.660086	3.3330435	0.1924175	5.597323
EPHA5	5.1932035	8.415339	6.3964945	1.246111	0.1389525	0.1	0.1
EPHA6	0.1	2.8935165	0.1115785	0.1	0.1	0.1	0.1
EPHA7	0.6269505	6.956284	0.7125115	0.1910535	0.139875	0.1	0.5418885
EPHA8	0.1	2.782596	0.1426075	0.1	0.1	0.1461695	0.1
EPHB1	13.077476	4.04771	15.434129	71.6724035	82.5226765	0.384306	0.389824
EPHB2	0.822047	5.8675515	2.3958065	1.746803	0.210845	0.166369	0.1
EPHB3	29.998633	2.985548	10.4112735	2.230632	0.3709705	5.5734575	0.1
EPHB4	4.29483	0.797729	0.509336	0.1	0.132833	0.262239	23.203288
EPHB6	2.372056	33.0856655	15.6740545	4.8420945	1.984544	1.329512	0.179391
EPHX1	13.2829135	1.291453	7.665231	4.899673	7.698865	11.9875435	12.4967245
EPHX2	24.2775965	0.6214	3.003828	0.3846445	0.8543645	0.5016665	0.1383225
EPHX3	0.126635	0.112963	0.1015845	0.1	0.1	0.1	0.1065375
EPHX4	0.1119725	2.012036	8.896821	9.4797895	5.472623	0.795668	0.2510725
EPM2A	1.685657	6.7985245	3.476066	2.816166	2.482669	2.1387195	2.184937
EPM2AIP1	13.71928	26.752195	12.336463	8.7638635	4.344972	1.7065405	8.7109245
EPN1	25.376791	47.2464975	44.0018445	40.4454985	46.6209525	159.2296175	23.305612
EPN2	20.4277495	17.7364815	218.692933	84.593601	37.5184545	5.045826	28.5443835
EPN3	0.1	0.108624	0.1	0.1	0.1	0.1	0.1
EPO	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EPOR	0.1865355	0.2433245	0.4421815	0.815888	0.103873	2.256666	7.308665
EPPK1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EPRS	22.0570395	17.2450525	20.8041955	23.202252	9.2703985	8.016731	14.2878255
EPS15	41.840531	15.560899	10.960378	52.9883675	36.648223	5.2038775	17.077543
EPS15L1	21.128082	15.493341	12.533248	9.1570285	3.886447	15.521928	15.002949
EPS8	27.498473	4.0344565	22.849662	15.5387075	1.159957	3.630917	1.458126
EPS8L1	0.1202935	0.1219055	0.1	0.1	0.1	0.1	0.1
EPS8L2	0.1201485	0.103814	0.1190145	0.346348	0.186483	0.1	0.8522785
EPS8L3	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EPSTI1	0.1	0.1	0.570417	0.1	0.1030255	4.6601045	0.335791
EPX	0.1	0.1	0.1	0.1	0.1	0.168467	0.1
EPYC	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ERAL1	6.4751835	5.759904	7.008552	5.7986585	4.5577765	6.1268385	4.4463125
ERAP1	8.7745735	1.4383745	7.785843	3.095929	0.6943955	4.954524	14.211574
ERAS	0.1	0.1561625	0.1	0.1	0.1	0.1	0.1
ERBB2	8.2992105	0.4718915	0.258154	0.1	0.1	0.1	2.481301
ERBB3	0.1	0.1	13.310158	23.2430025	22.435957	0.1	0.1
ERBB4	0.1	7.3497645	7.4096305	7.076508	3.228309	0.1	0.1
ERC1	5.2754375	8.1084665	3.9309405	3.125349	1.242284	0.492136	5.6194245
ERC2	1.0503495	32.949696	5.806018	1.305065	0.4842335	0.305299	0.20864
ERCC1	6.2584585	10.345037	13.1139595	6.8526965	3.2382855	4.071656	10.6005795
ERCC2	12.1159885	9.2370945	14.404074	9.844725	3.8207015	11.1959865	3.656852
ERCC3	8.3126585	6.6354485	9.0954705	8.2704195	5.5734165	7.2221295	12.1996965
ERCC4	3.189559	2.078334	4.0403205	2.7153675	1.27456	1.436441	2.796905
ERCC5	6.529792	3.174147	5.121537	2.2755725	0.832586	2.093828	6.704853
ERCC6	4.5495355	2.681443	2.8806955	2.0362645	0.394533	0.5129725	2.7695605
ERCC6L	0.566098	0.1111285	0.7788765	0.1203465	0.1	0.192521	0.8001955
ERCC8	4.298552	3.8342135	7.108318	7.261175	4.6264395	2.4070345	2.761189
EREG	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ERF	23.738948	20.6374655	15.518209	29.646835	21.277785	59.8903315	25.5768425
ERG	0.676021	0.2993185	0.147457	0.1	0.1	0.116939	65.3046285
ERGIC1	22.564548	37.0816655	42.5805275	17.426062	5.733583	39.2540265	13.971867
ERGIC2	16.5758235	11.6891575	15.636072	12.902725	6.014122	5.0318095	14.6324955
ERGIC3	52.123535	59.75415	93.4005055	66.922436	45.682468	132.6856	98.573525
ERH	25.873783	33.132749	45.614425	49.207721	21.370159	21.835846	47.631226
ERI1	1.903782	2.355879	3.4400135	2.0621285	1.627289	1.9374555	3.8725705
ERI2	4.3124375	1.403523	4.8736025	1.915313	0.6915395	0.489329	1.915136
ERI3	22.145872	53.431045	41.0756285	32.0130025	25.4534375	28.0210985	21.35719
ERICH1	1.097392	2.0966205	1.9324075	1.347418	0.5066095	0.592025	3.8269685
ERLEC1	14.6575	8.751278	12.083496	9.7860315	5.915694	5.3096935	11.396527
ERLIN1	5.0602675	2.818533	7.79456	3.3144405	0.9186945	4.9256415	3.6346735
ERLIN2	18.7869205	17.0868545	28.9946405	14.749278	7.794433	10.3040525	18.438763
ERMAP	0.1	0.1	0.1462585	0.1	0.1	1.067417	0.1
ERMN	0.1	0.1	0.5209735	61.068529	119.4542975	0.1	0.1
ERMP1	21.8816335	6.1313045	39.8342555	42.204181	23.4911375	2.677768	10.5166255
ERN1	2.260563	2.2071715	1.894357	1.594381	0.428351	2.9770075	2.9759675
ERN2	0.1	0.1343335	0.1	0.1	0.1	0.1	0.1
ERO1A	7.683235	12.130666	10.669602	10.612932	5.243432	2.3589905	10.8839485
ERO1B	1.9521745	10.202442	3.8228405	1.7515915	0.911243	2.1993805	3.2575885
ERP27	0.1	0.1	0.138824	4.0070055	2.7143165	0.751139	0.1
ERP29	37.2477375	53.8802195	70.3678035	52.3116595	41.1086895	268.3343745	67.5746055
ERP44	22.407027	13.6317965	26.8459965	22.745913	12.7443315	9.245653	31.4040795
ERRFI1	14.0575025	15.055652	15.5449145	12.8982045	15.582519	20.027861	33.536885
ESAM	2.658256	1.7315755	1.151707	0.1948295	0.292373	2.335642	468.688631
ESCO1	10.6806515	3.297998	4.278017	2.622807	0.7454685	0.7380725	6.89576
ESCO2	2.0744555	0.2268705	1.7736415	0.173988	0.1	0.1	0.5115735
ESD	4.884039	10.417977	11.5232915	12.507185	9.889768	13.463977	19.2497665
ESF1	4.789575	3.2834475	2.490888	1.5918615	0.53565	0.228096	3.7275425
ESM1	0.1347215	1.120527	0.1	0.1	0.1	0.1	3.8761935
ESPL1	1.915408	0.3548435	2.4048225	0.284315	0.1	2.909095	0.4584555
ESPN	0.489024	0.528789	0.2085765	0.1	0.1	0.474183	0.179575
ESPNL	0.1	0.1090855	0.1	0.1	0.1	0.1	0.1
ESR1	0.1	0.1124285	0.1	0.1	0.1	0.410091	0.10533
ESR2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ESRP1	0.1	0.1	0.1	0.1177305	0.1	0.1	0.1
ESRP2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ESRRA	10.376306	11.0143425	8.870854	5.077197	3.9404605	17.911616	7.2914765
ESRRB	0.1226155	0.1	0.2030545	0.1025025	0.1	0.1	0.1
ESRRG	0.5739765	2.0188665	0.559172	0.1865415	0.103252	0.1	0.776962
ESX1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ESYT1	1.9464595	2.2407945	2.1488995	1.188292	0.8045525	20.9054895	53.2568485
ESYT2	8.4488845	8.7893325	9.9812365	7.980356	3.10833	1.790741	57.5405575
ESYT3	0.263343	0.240253	0.117038	0.2544855	0.3004945	0.1	0.1
ETAA1	5.3154995	1.2523365	1.694042	0.7266705	0.277587	0.20427	1.3939885
ETF1	23.2800245	22.912976	25.153584	31.0515625	12.7771835	35.977888	46.863354
ETFA	14.854744	5.604644	11.2145715	6.357699	2.1568575	5.6121865	17.160017
ETFB	25.8206215	11.6182155	39.134822	40.301101	31.5479325	61.2692655	76.526299
ETFDH	18.504388	5.54127	21.8163655	12.872697	6.3676275	5.0811695	29.9140175
ETHE1	2.3122935	2.7811485	6.850281	3.51779	3.0293535	8.3097245	2.8808205
KIAA1217	1.009555	2.0161445	0.351501	0.1811085	0.2839325	0.1983645	4.3969305
ETNK1	41.8208655	54.7877045	35.200037	44.7792605	19.740152	9.534659	31.8975515
ETNK2	0.446284	2.0115415	0.2226455	11.6696395	6.2152185	0.1792795	1.234946
ETS1	1.076212	2.521325	3.8466845	0.535785	0.1688345	14.869444	120.952363
ETS2	8.5754815	19.8149635	9.040371	3.50248	0.5422515	27.25097	62.217431
ETV1	4.263533	6.8316635	13.7596825	4.380358	5.3489235	1.968441	0.498493
ETV2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ETV3	6.0810935	6.581191	6.823007	3.7014715	0.8780355	23.71617	6.796648
ETV4	81.1694015	4.838265	54.6855055	7.963472	0.8031425	0.9687995	1.1344595
ETV5	31.5973635	5.4737595	34.815775	4.155259	1.0732135	25.8419305	1.5515955
ETV6	4.796052	1.448853	6.3162215	10.3481905	1.954595	9.2330725	12.7773275
EVC	6.7185805	0.7802215	2.960933	0.6909065	0.1220525	0.110094	0.3722505
EVC2	7.3950365	2.0306815	2.2500835	1.1784915	0.2581455	0.1060325	0.1635655
EVI2A	0.2541835	0.375942	12.1551525	34.177923	97.7650035	124.833434	0.1665165
EVI2B	0.1	0.1220425	0.802045	0.118413	0.2225765	4.052742	0.1
EVI5	17.13091	7.2589555	11.252157	7.289755	0.9336925	1.389156	10.0273445
EVI5L	10.423552	25.9990375	65.1676045	52.6309405	41.2911595	4.2079285	4.5142995
EVL	11.3199775	103.1991895	32.729884	16.526133	12.860537	89.9040015	32.4095655
EVPL	0.404983	0.4109205	0.361885	0.1271015	0.1	0.1	0.1766755
EVX1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EVX2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EWSR1	33.3066615	28.3844605	31.2361855	23.033443	7.032944	15.479162	18.558626
EXD1	0.782582	0.119573	0.1	0.1	0.1	0.1	0.123135
EXD2	9.850654	9.5326585	18.4910015	12.1040525	11.1273175	4.2145555	4.7642435
EXO1	0.3558245	0.1089665	0.8341445	0.1170045	0.1	0.1	0.249641
EXOC1	18.0517875	10.0168765	10.662763	9.4620955	4.056976	2.312464	6.434118
EXOC2	8.6789405	10.0459375	10.046964	9.843992	4.066524	4.403702	19.2234835
EXOC3	9.0641015	10.2355695	14.500433	13.5633045	11.818595	7.475108	6.2351105
EXOC3L1	0.3609075	0.671576	0.1591365	0.156289	0.1	0.1209115	24.686531
EXOC4	9.8747535	8.663824	19.748911	14.7727935	5.9115775	6.4514885	12.4139155
EXOC5	12.1396645	12.3128615	11.516661	12.323435	5.2420785	4.1991595	29.9784945
EXOC6	1.7561075	3.0116255	4.286108	4.1550425	2.313478	2.1347285	16.9284395
EXOC6B	12.3385635	7.868832	12.108551	22.8178965	17.3156745	3.4541905	12.960217
EXOC7	11.549487	11.820983	16.1381325	9.4375435	7.20025	11.264814	11.0713165
EXOC8	1.0365115	1.549619	1.2025835	1.2649765	1.8449765	0.7260045	0.9061015
EXOG	1.67348	4.118147	3.6324	8.336985	4.6883625	3.477999	0.83425
EXOSC1	5.228639	4.1623835	6.4364785	4.998667	3.392847	2.409154	5.990031
EXOSC10	11.5374045	9.940501	16.111812	11.982803	7.190132	11.4162415	17.462616
EXOSC2	4.401905	7.514779	9.28403	7.833225	4.5119625	4.039371	7.0353065
EXOSC3	7.029483	4.806012	5.328225	2.4335505	0.9077185	6.6593875	9.7767535
EXOSC4	4.644192	5.7149015	7.339048	4.279071	5.9009715	6.8902295	5.7796945
EXOSC5	5.602851	4.9303725	9.4338255	11.0127555	10.8736915	24.224156	20.8895365
EXOSC6	2.902987	3.624953	3.1680625	2.8167955	2.3044385	5.335021	5.335175
EXOSC7	8.411623	6.968321	9.008031	4.98223	2.5501615	3.877302	7.861887
EXOSC8	6.432504	6.6477685	11.440864	6.0500635	3.15525	8.509297	11.0473635
EXOSC9	8.148656	4.7496	5.4000865	6.9298165	4.4870745	1.724641	9.546236
EXPH5	0.1	0.1	0.1	0.1	0.1	0.1	0.1
EXT1	16.3374335	5.656246	15.656944	7.487663	3.340297	6.7841665	15.5625335
EXT2	16.89609	13.4373875	31.587722	20.5383165	9.598912	25.264846	32.846437
EXTL1	0.3897815	1.5041705	4.3692555	0.6773195	1.257285	1.1962295	0.1
EXTL2	12.3295585	13.5773345	26.3553	13.947553	6.76193	4.507194	4.6622375
EXTL3	22.081577	14.1995075	18.2620305	8.5686655	4.9442945	30.265442	26.005785
EYA1	11.005045	7.034477	13.816012	3.058531	0.157938	0.1	0.1021365
EYA2	0.1	14.614491	0.7414075	4.3830385	3.1337565	0.122908	0.1
EYA3	4.7452065	4.1435105	3.2359465	2.122613	1.2228645	3.593144	3.5977975
EYA4	0.3701295	0.2427705	0.746701	0.1201815	0.1	0.731524	0.1
EZH1	3.7838505	5.680889	4.511311	3.539019	4.5110375	5.892987	7.18343
EZH2	10.461558	4.238022	9.078196	7.2271335	2.3244335	2.077991	7.590786
EZR	118.0181855	15.667427	7.2102435	0.895799	3.0499185	7.382308	8.0806165
F10	0.1	0.1	0.1	0.1	0.1	0.102112	0.1049705
F11	0.1	0.1	0.1	0.1	0.1	0.1	0.1
F11R	0.6660535	0.3781195	6.096372	0.3153835	0.7721405	119.496895	82.3079865
F12	0.1	0.1	0.1	0.1	0.1	0.1	0.1
F13A1	0.1	0.341479	3.552517	0.1	0.27601	24.993558	0.1
F13B	0.1	0.1	0.1	0.1	0.1	0.1	0.1
F2	0.1	0.1	0.1	0.1	0.1	0.1	0.2252965
F2R	13.2718525	9.1094405	23.5421495	9.4731355	0.3485845	1.662473	59.2123395
F2RL1	0.1	0.1	0.1	0.1	0.1050545	0.1	0.551379
F2RL2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
F2RL3	0.1098145	0.376247	0.1	0.1	0.1	0.1	3.954472
F3	163.722986	6.2166345	35.6978895	5.169815	1.6235985	1.3597935	0.8365805
F5	0.2077145	0.1	0.146521	0.1	0.1	0.1	0.525688
F7	0.1	0.1	0.1	0.1	0.1	0.1	0.1
F8	0.2363165	0.1478175	0.2203	0.1759005	0.112824	0.1	0.1121025
F9	0.1	0.1	0.236654	0.111141	0.1	1.6372705	0.1
FA2H	0.1	0.3249475	18.6941885	185.9076075	386.5757405	0.109311	0.1
FAAH	0.3080135	3.8801005	6.910127	11.509756	13.4438165	1.0242405	0.112499
FABP1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
FABP12	0.1	0.1	0.1	0.1	0.1	0.1	0.1
FABP2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
FABP3	0.32719	5.119664	1.715462	0.45384	1.065288	1.56278	0.2241725
FABP4	0.1	0.1	0.1	0.1	0.1	0.2594315	0.25449
FABP5	84.2467935	31.7024885	14.513108	49.471701	61.42506	3.287092	2.76803
FABP6	0.1	0.1	0.1	0.1474365	0.1	0.1	0.1
FABP7	1604.113487	156.0732095	262.9182105	53.861692	7.6419225	5.4123435	14.723497
FABP9	0.1	0.1	0.1	0.1	0.1	0.1	0.1
FADD	1.5255555	0.2599585	2.025038	1.5706285	2.057449	5.371105	2.890729
FADS1	148.8128645	38.4515015	75.4549735	96.5594545	36.113218	57.479759	22.3095755
FADS2	278.3865425	41.766768	121.2162845	55.1369195	20.284095	5.6166985	10.0092115
FADS3	4.7092035	8.055869	3.370756	2.842093	0.687115	2.0632115	3.3680275
FADS6	5.5795575	2.8616785	6.3965775	4.1520685	7.365625	0.9931075	0.1
FAF1	5.8744495	13.898587	12.2479685	8.9010435	3.6914305	5.7415325	16.247091
FAF2	14.750287	10.4565995	12.6233665	11.9462715	8.7248265	8.603499	8.3484765
FAH	11.2639875	12.393075	5.2018645	49.7930885	87.438511	1.763771	1.778999
FAHD1	3.870818	2.753793	3.601859	4.0795645	2.9436025	0.5737355	2.008449
FAIM	8.0750265	9.394794	18.1478045	17.11068	17.7645475	6.738122	32.6772825
FAIM2	0.386504	15.3248325	15.6936585	11.565417	14.2169445	2.450146	0.1574615
FAM102A	14.180861	4.7300745	35.6964445	63.73266	51.4798675	11.8327965	6.402348
