Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
NDE1	58.561	45.6302	36.6856	45.6242	56.7082
MRPS18B	41.2527	32.0693	26.8647	30.3938	40.3943
HIST1H2AB	2.45001	1.84304	1.61746	1.51872	1.51051
EIF3G	149.748	139.656	92.3025	113.128	140.052
ZBTB17	10.7647	9.92418	6.84815	8.65207	10.5889
MAST2	25.1756	23.7572	19.8806	19.6208	27.0498
PRODH	2.09418	1.32049	1.0202	1.56118	1.82487
C2CD2	6.84572	4.91462	4.77458	4.75619	6.33128
ARHGAP32	7.16416	6.17157	5.93342	5.52404	7.66322
NUP58	25.613	16.9943	15.2503	15.7088	19.4004
SNAPC4	6.02725	4.98038	4.15401	4.15892	6.26239
TTI1	10.7167	8.67961	7.58908	8.374	11.0191
C21orf59	43.4446	32.3807	23.6454	28.8656	32.2278
UBE2N	30.5766	22.8128	19.204	21.0415	24.8689
NFXL1	7.42312	7.07707	5.35151	5.75461	7.16377
DHX29	15.3144	12.949	10.9041	12.3137	14.8454
BYSL	19.0097	17.4116	12.9772	14.6082	18.9299
PTBP2	32.7042	22.9259	21.0472	20.9649	24.5766
PITRM1	50.263	39.517	31.7698	37.7922	43.2925
EFNA2	4.68504	4.95589	4.07529	4.25204	4.73557
ZNF131	18.9645	14.764	11.484	13.4146	15.6087
AK6	49.854	38.2594	28.4266	32.2044	43.0393
BCLAF1	45.9941	34.2876	28.7644	30.665	35.2355
TBKBP1	11.3469	13.6458	8.78672	10.4974	11.2041
HDAC1	14.4568	12.1251	10.0188	9.43133	12.1314
APEX2	7.45777	5.95802	4.82869	5.95789	7.2991
PCBP2	156.825	134.356	102.312	115.63	143.05
XAB2	19.4465	16.7001	13.4587	13.9737	18.545
MORC2	20.0147	17.8603	15.1062	15.8246	20.2366
GTPBP10	6.12639	5.03516	3.66009	3.98239	4.92318
FAM57B	2.31489	2.3849	2.39494	1.61034	2.69415
CACNG4	23.3078	21.2411	23.0966	16.8856	27.6639
SNRNP25	32.9887	31.0828	20.8965	21.9567	34.2468
ZNF687	18.9845	18.5736	14.0355	16.6537	19.0254
LRRC45	11.0627	10.3655	8.21786	8.35755	11.0065
SLC19A1	12.5334	11.3761	8.3822	8.84612	12.2345
RPL36A	42.1008	32.2571	23.5628	26.8745	30.3768
AGO1	21.6428	19.3182	16.5418	18.1329	23.1392
BAG4	7.87526	6.2818	5.45657	5.67772	6.17399
SRSF9	116.203	106.751	66.7089	85.2349	111.303
B9D1	28.827	30.2412	17.3474	28.8513	30.673
DDX6	40.2982	34.1333	28.6762	28.5911	32.996
EIF4A3	45.2763	41.5194	31.2354	32.7899	42.7286
RBM17	50.6165	46.608	33.29	39.5023	47.404
ALS2	12.8385	11.1174	9.26865	10.6218	12.881
NABP2	90.0625	77.8014	58.9104	67.7253	88.1615
ANO8	27.0211	27.1215	16.6935	21.7881	25.1529
NBN	24.6864	18.9427	14.949	17.0901	21.7888
MRPS5	46.3688	40.5127	30.3031	34.3281	43.7126
UFSP1	4.63802	6.61679	4.34122	4.75128	5.2662
MSL2	11.8233	7.49483	7.17093	7.38376	9.2081
MED12	6.28178	6.02376	5.43106	5.60745	6.98212
C2orf42	5.52359	4.61901	3.9787	4.31619	5.5965
TMEM132E	2.64587	2.92495	3.07718	2.20133	4.94655
HNRNPH2	67.3714	49.3839	39.7838	47.1764	55.5361
RREB1	4.43405	4.19069	3.43373	3.65167	3.9173
ZNF341	1.61397	1.68261	1.16956	1.38909	1.73727
GDF11	10.8448	9.63347	8.94494	8.9914	11.1067
DIS3L2	10.8308	9.4188	7.47237	7.29165	9.04494
FCHO1	3.12909	4.58445	2.8637	3.26216	4.29261
UTP6	30.516	23.9918	19.7765	22.1611	26.1641
EEF1B2	190.958	170.577	119.347	146.046	179.85
LSM11	3.25603	3.04195	2.36575	2.57085	3.37618
SSX2IP	16.0792	12.678	10.782	11.4482	14.1829
FARSA	47.503	46.125	33.5488	38.3238	47.0144
PAGR1	37.7081	42.2514	26.8043	30.2367	39.4662
NPAT	7.97352	5.73459	4.729	5.47028	6.59534
BRD3	20.2507	19.0251	15.1355	16.0517	18.6093
CCT7	163.156	138.885	101.44	124.509	152.203
SOX3	29.9118	23.1505	17.541	20.9936	41.1597
RBBP5	12.2525	9.22201	8.44892	8.40054	9.75018
PLAGL2	3.64519	2.81291	2.5491	2.5516	3.06041
CRLF3	10.9768	8.70507	7.51345	7.55819	9.38318
CARS2	13.847	13.8998	10.5082	13.0391	14.1433
ZNF384	15.1724	15.3785	11.3557	12.581	14.4877
ZC3H4	19.5209	18.7299	15.0644	15.2067	18.2621
SAAL1	6.42538	5.25524	4.33159	4.30933	6.12731
USP12	16.846	16.0216	11.5185	12.3142	13.2347
BBS12	2.69518	2.14503	1.81849	2.12989	3.573
EEF1D	85.68	80.7854	55.8743	71.7228	83.286
POLR1C	38.2682	37.3124	25.8652	30.9119	39.5362
GATAD2A	32.0754	29.3808	22.2675	26.4486	30.4674
NOL11	26.836	22.5042	17.3831	18.7624	21.9493
SAP130	19.0347	15.7502	13.3946	14.5376	15.9677
C11orf95	12.0406	12.2923	9.81861	10.2009	11.1054
UBA52	432.264	483.178	329.754	380.49	455.925
THY1	86.6315	109.098	59.1899	46.7117	47.534
SRSF10	49.717	35.3723	28.9574	31.1211	35.1529
TRA2A	68.5443	56.3419	42.7607	51.5064	60.2451
SETD5	30.0027	25.8882	21.8678	22.5055	28.6778
APOOL	23.4637	20.318	13.2281	16.6102	19.349
AP4M1	9.33103	8.43506	6.78688	7.44898	8.81844
FZR1	45.212	39.1555	29.7877	33.0588	39.4268
DCAF17	5.76573	4.26313	4.01378	3.74924	5.00282
SMYD5	20.0613	17.0089	13.7819	16.0464	21.3064
SIGMAR1	56.4824	49.1699	38.565	43.8526	57.8238
YLPM1	14.6033	13.2826	11.3746	11.4893	14.713
CEP63	10.0594	9.85916	7.00749	8.34877	9.98529
ZNF282	5.1923	5.75905	4.04703	4.61412	5.20234
PRMT3	28.8372	26.3039	19.5019	20.982	27.5311
KNOP1	30.7205	24.7871	22.2496	23.5733	30.8144
SUPV3L1	20.6174	15.5782	12.6592	14.3262	18.1877
RNF220	21.1097	17.9194	14.2391	16.6465	20.2802
ZNF410	17.8643	16.3103	12.4433	13.4002	16.7871
ING1	25.2508	21.729	16.0223	18.2113	22.7752
EMD	44.8724	40.0408	32.5383	32.3921	45.7945
PCIF1	25.5854	26.3152	18.6959	19.8383	23.9524
CAMKMT	8.8667	6.56451	5.9253	6.18219	12.8034
CACTIN	21.7865	20.6644	13.2538	18.182	20.5163
LAMA5	10.0281	14.5002	10.4379	9.24078	14.6028
EIF4G2	215.334	172.539	150.346	157.882	186.65
TOPORS	20.2007	16.3478	12.8832	14.4785	15.9395
EEF1A1	2815.06	2580.34	1936.46	2148.93	2513.57
C1orf131	37.1755	30.1024	23.5335	26.3352	34.634
ANKRD27	8.05714	6.66725	6.08406	6.06086	8.69652
PARG	15.3346	13.3583	10.8837	11.3962	14.5081
ZNF664	58.1192	51.938	38.9347	45.1898	57.2002
INSIG1	146.337	95.9948	83.5054	91.0515	104.763
LUC7L2	45.9524	34.7523	29.3303	31.5118	36.4928
RPP25	1.30264	0.591359	0.45717	0.589437	0.929876
KPNA3	35.5562	23.0245	21.2356	23.0851	26.9515
NAV1	12.4451	15.4687	11.5466	12.1674	13.6172
DENND2A	69.0513	76.0197	50.8044	59.2791	66.9939
SMARCA5	18.4803	14.6162	11.4494	11.7965	15.3276
FAT3	1.41719	2.21847	1.90453	1.77855	2.66576
DDX19A	34.9356	30.8109	24.151	27.4416	34.0298
ZNF407	3.23557	3.24078	2.66904	2.89847	3.26139
ERICH3	4.22731	4.24846	2.66045	2.82901	8.81127
TMTC2	9.01294	7.479	7.19139	6.50944	10.9437
MYBL1	14.656	9.56991	7.07879	10.1836	10.6648
RFX3	4.6539	3.58163	2.85062	3.52001	4.21364
USP21	19.4751	19.7802	13.3935	15.4165	19.6044
NUP98	14.6748	11.9911	11.1148	10.7108	12.9666
ZNF740	38.7003	34.5954	27.9232	29.6399	35.8066
PPP4C	85.995	75.6889	57.0986	66.053	83.4147
TSLP	2.04708	2.70167	1.00178	1.82873	0.936967
FAM118B	18.9187	17.438	13.7365	14.2935	17.7716
SMYD2	39.7712	39.7125	27.0597	32.5962	42.9341
ARNT	12.939	10.0181	8.14485	9.11463	9.99999
EIF3B	129.191	116.934	85.0443	101.954	120.211
DOCK1	34.4102	30.527	26.6281	26.4443	31.9402
ETF1	78.6795	61.253	48.8598	55.8346	63.9298
ZNF180	9.31722	8.09787	6.87801	6.46147	8.47963
PPP1CA	248.084	211.295	173.44	185.206	224.921
GABPB1	15.1006	11.6517	9.34731	10.2288	12.793
CEP70	5.20589	3.01755	2.7096	2.76639	3.7782
CLK1	18.9685	12.0747	11.2555	11.9604	13.1734
XPO6	28.9114	24.8628	21.9231	21.0252	28.3845
CNPY4	26.0267	20.1721	14.3938	19.4296	20.9804
CACNA1H	4.34657	5.14589	2.73763	3.58994	4.33379
CBFB	72.6912	51.7398	42.2257	49.1267	54.4331
MTA1	41.4151	38.3448	28.3603	34.298	40.3551
MLLT1	27.2965	27.4435	21.6282	24.4615	27.1652
PKP4	25.9589	23.6232	19.943	18.786	24.1377
TSPAN12	54.1894	42.9894	35.68	38.694	48.7771
GTPBP1	23.1012	20.9203	15.7597	18.8707	21.3786
EIF3L	132.655	106.443	88.6417	102.816	122.103
RDX	72.5241	52.3704	47.2628	48.2454	59.9492
KAT7	24.3297	19.492	17.0547	17.307	20.3305
SETD2	14.1556	13.2951	11.2377	11.3055	14.2373
AGK	5.53176	4.90282	3.53537	4.05417	4.73928
NET1	11.2273	9.79446	7.24861	9.63087	9.61683
AP4E1	3.94876	3.3071	2.9592	2.82893	3.59618
DGKD	16.0137	14.5962	12.0312	11.5167	15.8129
SPATS2	28.9401	26.8773	22.6167	20.7455	28.6146
GADD45GIP1	31.7473	26.9706	19.3354	24.4795	26.8872
TRNAU1AP	27.5846	28.7319	19.7154	22.1756	29.2167
C16orf91	11.5933	10.4402	7.88804	8.22704	10.7144
FANCG	5.14722	4.1151	3.57316	4.01626	5.06769
ACSL5	19.7903	16.795	12.6819	14.92	17.2039
MARCKSL1	248.899	281.325	177.556	208.539	242.538
PWWP2A	7.22381	5.61832	5.26028	5.18573	5.96404
SNRNP200	27.7706	29.919	25.1523	24.9972	32.6326
RPL7	331.033	313.82	212.512	256.002	305.793
VIT	3.54296	2.81146	2.35046	2.04499	2.12892
REEP4	9.1814	8.07092	5.73011	8.00692	8.26039
RNPC3	9.85465	6.65949	5.48133	6.70555	7.56774
CASC3	23.8199	21.1441	17.3849	17.8173	22.8441
ZNF22	25.3351	19.8725	15.7778	16.8142	19.3397
DNTTIP2	36.4915	31.6605	23.5345	28.466	32.3265
LIPT1	2.8002	2.0845	2.17902	1.81692	2.59887
SMC6	22.9573	16.6597	13.9303	15.2888	19.1357
ORMDL2	10.1381	10.2138	7.20456	7.90606	9.55378
GABARAP	170.508	181.088	158.53	100.758	191.678
MKNK2	28.0164	26.6488	20.371	21.1384	24.4352
CDC123	72.9823	56.8556	47.6846	47.8087	62.4558
C3orf14	7.52516	5.80505	4.87507	5.1322	5.96193
GTF2F2	37.0638	27.6997	23.8562	25.2355	31.3241
COIL	7.89726	6.44247	4.907	6.11063	7.02127
PPP5C	93.0928	86.3465	62.8017	71.9792	88.8096
TAF12	29.7791	26.1523	18.9382	22.134	27.3589
DTYMK	98.0778	87.2134	57.4737	67.9392	90.2106
SNN	67.9122	61.4077	48.6039	56.3183	73.5473
OLA1	66.1455	47.4243	41.3985	40.9368	51.0768
SF3B4	48.1913	49.5619	35.5696	37.1756	45.6295
FZD9	68.8977	56.6718	52.5683	53.8713	48.6061
BAZ2A	10.8802	9.28306	8.2275	8.66316	10.2652
SRRM1	49.0648	36.9466	31.8325	34.0376	40.6416
TLE2	10.8702	10.6078	6.5786	8.90485	12.1381
TUFM	27.2929	22.8152	17.9165	23.1021	26.4579
DDX46	27.7056	22.3066	19.0733	21.2895	25.6576
R3HDM1	20.8298	15.3019	13.9108	13.7717	18.0557
HNRNPA0	122.79	119.868	77.0506	87.2843	102.76
MCRS1	21.7324	22.4828	14.9149	18.4008	23.7026
PIGU	29.7918	20.2492	18.6942	20.703	22.4709
HMG20A	18.5799	15.8003	13.3454	13.3517	17.5862
MAML2	14.5466	11.6688	10.4543	10.6812	13.0655
TMEM144	3.14527	2.34146	2.14743	1.98097	2.61803
NME7	13.4178	11.7469	9.69062	9.13168	10.2771
NSUN5	6.17768	5.66978	4.24437	4.80942	6.23479
SLC35A4	49.1225	46.1172	35.7127	42.2311	52.0165
TRMT13	1.59815	1.35605	1.15713	1.15339	1.10941
BRPF1	11.102	9.71512	8.22686	9.00758	10.6159
CHERP	23.8919	24.2623	19.034	20.6014	23.2647
PAPOLG	3.86592	2.66172	2.55801	2.49005	3.20665
PRR14	23.8007	21.1787	16.4704	17.4625	22.1458
DET1	3.97868	3.28773	3.29989	2.98881	4.38434
TMEM126A	56.7199	34.4843	32.656	36.2452	42.695
POLE4	26.2245	22.8747	17.0249	20.0334	23.468
NUDT5	46.2662	33.1333	27.4542	30.7434	40.2592
HSPA4	119.094	105.522	86.8263	93.2164	111.855
STK4	15.6209	12.7594	10.9335	11.272	13.7204
DUSP18	9.21045	7.45972	6.07554	7.81521	7.37082
CWF19L1	5.5462	3.80164	3.40684	3.36918	4.65231
MSL3	17.888	12.9321	11.1627	12.571	14.8782
ASH2L	36.9157	32.5342	23.9673	28.7029	34.0197
CFDP1	159.089	139.249	100.428	116.553	140.859
LRWD1	18.6913	16.681	11.6924	15.7228	18.2953
PDP2	3.4824	2.14292	1.8508	2.09048	2.47559
ZNF830	6.41352	6.00018	4.25727	4.37728	5.61538
UTP3	57.875	48.4683	35.0987	41.5457	47.3205
PIH1D1	45.8003	49.7481	34.0759	42.2361	50.9739
FRMD4B	4.39206	2.93021	3.03523	2.96477	3.77528
MAGEH1	61.3759	65.0593	43.0298	57.3694	70.8914
MYH10	24.4352	24.5411	19.7406	20.0671	25.2144
SUMO1	55.9072	43.7914	38.5151	35.801	48.9731
ELN	9.28044	11.3385	9.63086	6.89623	10.8685
DNAJC2	29.9807	25.6564	18.6424	20.8177	26.43
KCNAB2	4.73003	4.2896	3.29695	3.41847	4.37293
RNASEH2C	79.3746	85.7017	47.061	64.4493	75.0671
DCP1A	5.44563	4.51777	3.93325	3.9629	4.65089
CXXC1	26.3388	22.2036	18.9613	20.327	23.6256
TXLNG	4.88118	3.17033	2.54448	3.3735	3.04323
NEXMIF	1.87398	1.61894	1.41756	1.52537	2.06272
RPL23A	103.108	105.7	71.7545	79.0698	97.0356
FGFR1OP	10.8724	8.2429	6.7104	7.47635	9.36339
BOLA1	26.2594	26.5645	16.1812	21.214	29.4287
ZC3HC1	22.1541	19.3152	14.9809	16.5646	19.275
HNRNPC	118.743	92.151	76.1077	78.1276	99.9686
DCLRE1C	2.30289	1.69865	1.78962	1.44425	1.85354
ZNF292	3.84064	2.84244	2.93323	2.42919	2.96868
ZNF668	4.13329	3.51299	2.97675	3.0958	3.64162
XPO7	8.58608	6.11358	5.83618	6.29015	7.6901
RPS8	201.111	219.18	155.075	155.942	203.726
CRCP	22.6833	20.5627	16.7602	18.5925	21.9107
THAP11	27.4281	23.5665	18.4372	20.7322	25.5188
EIF4H	189.676	169.694	129.095	149.841	184.298
RPAP3	18.3067	13.8186	12.6332	11.8591	16.6343
UNK	15.0407	13.0046	10.2463	11.5083	12.0871
ZNF367	9.20844	6.44439	4.94374	6.84673	6.71831
DDX5	262.76	222.404	174.394	194.033	229.104
RPUSD4	8.82737	8.56206	5.786	7.2688	8.78766
FGF13	3.79242	2.20801	2.17316	2.55297	2.78014
SLC35C1	8.60982	7.55593	6.32488	6.72733	8.22943
MRPL15	23.0765	21.4185	14.3717	18.4635	19.6963
KIF21B	20.7248	19.4996	18.8145	16.0379	24.8632
BRIX1	31.0633	23.1422	18.7952	21.2353	24.3882
NXPE4	6.14207	7.08669	4.82137	5.74514	6.15448
PTPRZ1	199.148	213.535	171.279	198.2	245.285
ZNF526	2.40659	2.1046	1.75965	1.96117	2.29692
AXIN2	10.7573	8.54634	7.5214	7.79938	11.6256
CHSY3	2.72724	3.37841	1.98065	2.09812	2.15041
NKAIN3	1.7581	1.99158	1.75739	1.58049	2.2824
UBASH3B	17.2364	17.8524	14.7604	12.1697	12.6662
BATF3	0.598873	1.54092	0.664715	1.24841	1.34441
EIF2S1	37.0855	28.0567	21.9519	24.8191	28.2869
ZNF205	5.2093	4.25538	3.3275	4.20376	4.06234
MKL2	5.81748	5.72149	4.66405	5.2638	6.90673
ZNF770	13.7252	8.85129	8.07518	9.27167	10.7531
SYDE1	19.8397	20.7923	13.8816	18.3763	19.568
WTAP	27.1129	21.7686	17.7595	19.9897	21.4961
KHSRP	44.7956	36.3511	27.3872	33.9007	37.4892
STOML2	40.008	32.0908	24.6214	28.7509	37.2221
DTWD1	6.85717	5.66557	4.5838	4.43822	5.98844
UXT	1.25979	0.801832	0.833331	1.10239	1.45329
SEC14L2	13.6239	12.5286	11.7331	10.6443	11.3204
RBBP6	18.1819	15.1703	12.8134	12.504	15.1966
GTF3A	42.8859	33.174	30.1024	30.6336	44.4735
HS3ST3B1	16.1338	10.0606	6.43403	12.7619	7.66809
SCAF4	12.5308	12.1279	10.0135	10.7274	12.434
NEK8	7.4262	7.30537	5.17893	6.80723	7.88464
FXN	11.7698	10.1262	7.71521	8.13446	10.1819
GSPT1	50.7413	40.7475	34.6279	37.5134	44.1059
PTCH1	18.7268	16.7042	11.8889	15.362	12.8563
CBX1	44.6408	35.3204	26.8335	36.6625	41.1896
POGK	13.4422	12.957	11.3701	11.7002	15.7285
TIMM10	65.7444	59.3137	39.5116	50.0557	68.3554
PATZ1	20.5976	20.5879	15.3134	16.9682	19.8583
DDAH2	97.6805	92.3117	72.1635	76.8479	101.47
RPL6	148.413	147.505	105.49	115.398	133.3
ZMIZ2	24.8398	24.9416	19.2972	21.7417	26.0645
LRCH2	10.0102	6.87624	6.12814	6.87026	7.25069
POLRMT	9.91557	9.77807	7.46941	9.19836	9.32615
ZNF2	3.04265	2.80064	2.04371	2.23637	2.75639
TTC21B	6.15773	4.54668	4.20789	4.02588	4.75609
CABIN1	13.4439	14.2354	10.6807	12.6379	15.2018
DDI2	15.926	13.3936	12.704	12.0968	14.9504
NEURL4	15.6435	15.1	12.4304	13.8633	16.7554
PAPD4	7.9663	6.77753	5.07546	5.90587	6.73551
EIF3I	193.283	173.957	132.153	156.089	196.994
DALRD3	21.523	21.2671	14.0334	19.349	24.1133
BUD13	10.6641	7.94652	7.00089	6.34026	8.5231
FAM102B	37.3731	35.0829	25.7267	26.9788	36.7047
DDX47	41.8793	33.6975	28.5415	30.858	37.8259
EXOG	4.01782	3.66991	2.84693	3.3604	4.19178
HIST1H4H	1.10452	1.20968	1.51075	1.16316	1.50126
DDX52	20.434	15.8186	13.9555	14.5737	18.3497
PHF2	26.2478	24.3451	20.641	21.1786	25.4589
NAA25	20.6939	17.7744	14.7461	16.1184	19.9603
ZNF226	2.31506	1.70062	1.6284	1.55021	1.80617
SAPCD2	10.1158	7.66495	7.20649	7.78931	10.7368
FASTKD1	7.40566	5.80346	4.66968	5.82025	6.79187
ZNF322	7.34527	5.45597	4.21557	5.05451	5.19893
FAM206A	10.5549	7.58262	7.88159	7.40237	10.0977
UTP23	5.1903	5.0167	3.42874	4.04089	4.97716
LARP1	29.6435	26.011	21.8174	24.1679	28.827
RBM4B	11.4537	11.426	9.28818	9.06157	10.4167
PDF	19.746	18.6464	13.5971	16.0804	20.046
KIAA0753	3.43816	2.58187	2.27758	2.4637	3.03832
GPBP1	38.0548	26.1456	23.3303	23.1644	25.8673
BCS1L	11.7818	9.70058	8.76914	10.0733	12.4401
CELSR1	1.65067	1.68906	1.31118	1.50666	1.92227
CCDC9	15.5646	16.2468	10.4798	12.8725	15.3155
RNF2	30.2414	22.9558	18.5001	19.6903	21.6026
RPP14	19.6834	15.284	13.5543	14.7267	17.8865
CDK6	1.82222	1.19521	1.32983	1.27509	2.48411
PHACTR4	14.241	10.841	9.20475	10.936	13.2714
DENND4B	4.23694	3.53876	3.09653	2.8983	4.68661
SLC7A6OS	17.432	16.0582	11.863	12.9625	17.9056
LCA5	4.75705	3.07831	2.99368	3.12161	3.37054
KLHDC3	53.5755	51.3703	37.6535	44.6176	50.6779
SMARCAD1	12.9067	9.63778	8.55782	9.31604	10.1972
TGM4	2.24168	1.60023	1.71231	1.43612	2.39747
AACS	40.5885	30.8062	27.4338	31.0184	36.1807
KIAA0391	5.51981	3.23322	2.91876	3.24337	3.93412
ADAL	9.2543	7.43851	6.8207	7.46889	9.95594
RPS6KB1	15.098	10.52	10.4566	9.99346	12.0238
THUMPD3	31.6878	25.0447	19.8175	22.9399	28.2095
SPIN4	1.79387	1.00499	0.907566	0.996299	1.30689
NUDT15	2.83942	2.58368	2.28202	2.2099	2.40259
MBD3	132.572	125.958	92.9579	103.683	131.656
ACD	25.1912	23.6632	18.8539	19.8403	25.6076
UPF1	25.0518	19.5332	17.7613	19.5799	23.1658
MRPL42	134.423	102.429	89.2264	94.1762	125.578
DDX41	40.572	34.4895	23.1389	31.789	37.8611
FBF1	18.3085	17.6515	12.4593	14.9548	16.9185
GAPVD1	18.458	16.554	14.4653	15.1194	18.4627
MAK16	55.0725	47.2422	36.8925	41.5064	49.5983
ERBB2	4.79566	4.35298	3.3481	4.12718	5.68162
RAB3IP	14.2281	12.0724	9.16643	11.1418	13.513
BLMH	62.2576	56.0574	42.8002	49.8887	59.4138
ARRB2	17.8299	16.5154	14.3671	13.8037	19.9797
KDM3B	16.3408	15.5984	12.9871	13.647	16.432
SRGAP2	30.5632	30.3698	24.6196	26.3645	32.8033
NAA50	63.7045	42.8655	37.2724	40.2101	46.8775
ESF1	18.9577	14.6717	11.7021	12.5938	14.8363
REPIN1	28.2915	25.522	17.4794	22.6104	28.6452
HIPK2	13.9068	11.9948	15.2724	11.576	14.9316
MTAP	47.4337	38.2348	32.4688	35.1434	42.7978
GGA3	6.92466	5.27015	5.81223	4.66652	6.99647
USP34	13.088	11.7889	11.0304	10.0366	12.8123
FANCM	3.91284	2.97412	2.68326	3.35269	3.89345
ZNF142	5.43908	5.72128	4.9767	4.90478	6.20906
ASCL1	36.9995	28.6938	21.3854	29.9897	33.8142
PSMA3	8.93879	9.83526	6.76281	8.3682	10.0681
ZNF628	6.24551	7.43876	5.07778	5.57862	6.24827
NRDE2	4.66106	4.98894	3.61566	4.47615	4.70175
RPS3	358.538	331.503	238.926	282.714	355.03
CCDC153	0.084773	1.44407	0.46576	0.853188	0.556118
CLUH	39.4459	37.6682	29.522	36.0555	40.5162
INTS3	29.6906	28.0056	21.8408	26.8364	31.1873
CSTF1	24.4978	20.2064	16.4303	19.2667	22.0389
MED25	56.0353	53.641	38.8854	47.519	47.7225
DENR	42.1627	35.8371	29.8783	31.1117	38.5943
ZNF354A	1.53664	1.27818	1.10444	0.962176	1.34531
METAP2	59.8117	50.6283	38.7607	43.0478	44.7559
DGCR8	10.8809	10.1062	7.93458	9.09798	10.3908
GPHN	31.5208	28.3305	23.2285	23.1284	25.7351
FAF1	18.8742	14.784	12.6433	12.4197	16.6629
POLR2D	55.2498	45.1243	35.4592	39.3446	48.9885
BEX4	27.5951	22.8243	15.4449	20.1062	17.1115
PRPF40A	47.0699	33.0897	29.3308	31.1317	35.6029
TARBP2	9.46139	9.58992	7.30272	8.02778	9.73372
TGS1	12.3355	9.87414	8.9231	8.80619	11.3672
NCOR1	32.0405	27.497	25.797	24.1337	29.4348
WDR18	20.6828	18.5042	14.3675	17.0326	20.1628
SF3B1	67.6093	49.6201	44.035	46.8048	59.1879
RAE1	32.5246	28.0139	21.666	24.8175	31.0553
LSM7	73.297	60.7674	53.6017	46.7121	68.271
HSF1	20.3584	18.6091	14.0569	16.5952	19.3195
PRKAR2A	37.1512	29.4105	28.5715	28.0655	36.7292
MACF1	12.0681	18.2623	14.8587	13.3796	17.4579
RAD23A	54.5105	48.9473	36.762	40.8129	51.6018
PPP2R5D	67.2078	61.391	48.9556	56.0978	66.5441
USP7	33.1372	27.6097	24.7045	24.0016	30.3802
H1F0	84.3732	79.5253	67.2641	63.9758	65.2191
SRP68	58.7405	49.0155	39.7662	42.6479	50.3328
RARS	69.0876	56.3694	46.6244	50.2541	61.6754
MLF1	7.74724	7.89624	5.78713	6.47032	6.98431
MLH1	12.7066	11.2832	9.07927	9.88653	12.1778
PPP6R3	52.2155	45.0833	38.5341	40.363	46.348
RPS2	655.299	686.37	429.267	522.614	683.193
CRADD	4.25363	4.05208	3.34925	2.90213	3.48169
PYCR3	35.8971	33.3835	25.0121	30.1537	39.0098
RSG1	0.55281	1.05183	0.600611	0.742423	0.912536
CCT4	170.917	138.166	108.836	125	153.935
TERF2	18.7925	15.5423	13.1796	13.3719	16.4243
MRPL21	17.1977	21.2329	14.6317	14.5022	19.1656
NMD3	38.6523	33.5848	24.353	28.5167	33.3744
PRKCI	27.7974	22.2327	19.0553	19.6283	24.673
MAGOH	90.217	69.4076	56.2493	60.4349	78.4752
PAICS	111.379	90.0248	74.8803	82.9189	105.566
ATL2	18.8283	13.9592	12.1799	13.0411	15.5554
MVK	55.4427	49.728	38.5376	42.7092	50.5799
JMJD7	9.91255	9.64434	7.15287	7.6321	10.4461
SYNGR2	44.1288	36.7485	30.3505	36.5925	42.0761
VPS72	33.4392	30.9219	21.6048	25.8549	27.7538
MRPS28	71.4492	64.9831	49.9067	55.6277	68.7801
NCOA6	14.6156	12.8167	12.7833	10.9312	14.5924
ZNF524	7.79684	5.78002	4.22723	6.02207	6.4415
MGME1	9.12632	9.13598	6.25972	7.94284	9.87099
ETV5	157.657	146.957	122.503	118.062	121.548
EIF5	112.994	77.863	72.0085	73.7704	85.5466
CTSC	73.1407	60.3049	50.2264	52.7036	62.8153
RELL1	15.5088	14.072	10.9848	11.0672	8.11225
JOSD2	39.78	44.0062	29.1977	30.0309	37.034
SPEN	9.15197	9.48104	9.30137	8.35497	9.90062
YRDC	23.9295	23.9894	16.9621	18.08	23.5786
MTHFD2	41.4405	39.8209	33.1127	33.1878	45.5317
ZC3H12B	1.08197	0.869348	0.823274	0.976552	1.08354
MAPK1IP1L	33.7972	26.7352	21.7754	23.6128	24.5103
CHD8	13.4536	13.9049	11.6359	11.8393	9.60693
U2SURP	20.2181	14.5458	12.9551	13.161	15.5328
SCAF11	25.865	23.408	19.2214	19.972	25.2786
TRMT5	7.91495	6.25601	5.59418	5.03984	6.01842
MB21D1	1.14197	1.08127	0.753891	0.964316	0.801901
ZNF398	1.65295	1.55058	1.71452	1.40217	1.91791
PUM2	35.6837	27.6025	25.8264	25.2911	32.0584
PTPRO	13.6698	14.788	12.6024	11.5106	16.3107
ALS2CL	5.85767	3.32455	2.58732	2.68184	3.59982
ZNF326	21.4603	16.7642	13.9687	15.5254	18.3993
REXO4	23.2863	19.585	15.1118	17.9645	20.5796
RNF167	22.3876	26.2245	19.6502	19.7159	22.6172
ZNRF2	12.2215	11.7587	7.87437	9.81253	13.6182
PLRG1	50.3112	40.5927	33.2343	38.5642	46.2922
FAM118A	14.0437	11.9397	8.44841	10.5162	12.4751
QSOX2	15.4297	14.2585	9.5701	11.7595	12.9185
NEMF	18.658	15.1083	13.6667	12.2334	15.9068
HDAC3	60.8746	54.413	44.0365	47.8558	58.8683
RANBP3	47.2113	43.864	34.5803	37.7727	45.5547
TANGO6	3.77221	3.27804	2.92512	2.8703	3.58262
ILKAP	50.6511	42.9485	31.6718	37.7304	42.6008
